image,mode,blur_mode,K,score
image1.jpg,rgb_xy,blur_all,3,0.35131752490997314
image1.jpg,rgb_xy,blur_all,4,0.36223649978637695
image1.jpg,rgb_xy,blur_all,5,0.3335387706756592
image4.jpg,rgb,no_blur,2,0.6684338450431824
image4.jpg,rgb,no_blur,3,0.508675217628479
image4.jpg,rgb,no_blur,4,0.5217849016189575
image4.jpg,rgb,no_blur,5,0.5135834217071533
image4.jpg,rgb,blur_all,2,0.6854110956192017
image4.jpg,rgb,blur_all,3,0.5115522146224976
image4.jpg,rgb,blur_all,4,0.5279380083084106
image4.jpg,rgb,blur_all,5,0.5096896886825562
image4.jpg,hsv,no_blur,2,0.523145318031311
image4.jpg,hsv,no_blur,3,0.34280720353126526
image4.jpg,hsv,no_blur,4,0.4034794569015503
image4.jpg,hsv,no_blur,5,0.3920274078845978
image4.jpg,hsv,blur_all,2,0.6042534708976746
image4.jpg,hsv,blur_all,3,0.38688474893569946
image4.jpg,hsv,blur_all,4,0.39914461970329285
image4.jpg,hsv,blur_all,5,0.38452133536338806
image4.jpg,rgb_xy,no_blur,2,0.3437311053276062
image4.jpg,rgb_xy,no_blur,3,0.3635830283164978
image4.jpg,rgb_xy,no_blur,4,0.3902056813240051
image4.jpg,rgb_xy,no_blur,5,0.3788103461265564
image4.jpg,rgb_xy,blur_all,2,0.34576326608657837
image4.jpg,rgb_xy,blur_all,3,0.3662576973438263
image4.jpg,rgb_xy,blur_all,4,0.39349713921546936
image4.jpg,rgb_xy,blur_all,5,0.38205838203430176
image11.jpg,rgb,no_blur,2,0.9088871479034424
image11.jpg,rgb,no_blur,3,0.8922291994094849
image11.jpg,rgb,no_blur,4,0.8782166242599487
image11.jpg,rgb,no_blur,5,0.8684990406036377
image11.jpg,rgb,blur_all,2,0.9046120047569275
image11.jpg,rgb,blur_all,3,0.8914775848388672
image11.jpg,rgb,blur_all,4,0.8676621317863464
image11.jpg,rgb,blur_all,5,0.8575060367584229
image11.jpg,hsv,no_blur,2,0.7879080772399902
image11.jpg,hsv,no_blur,3,0.8344841003417969
image11.jpg,hsv,no_blur,4,0.8474931716918945
image11.jpg,hsv,no_blur,5,0.8408387899398804
image11.jpg,hsv,blur_all,2,0.7694880962371826
image11.jpg,hsv,blur_all,3,0.8106820583343506
image11.jpg,hsv,blur_all,4,0.831728994846344
image11.jpg,hsv,blur_all,5,0.8363617658615112
image11.jpg,rgb_xy,no_blur,2,0.34760403633117676
image11.jpg,rgb_xy,no_blur,3,0.3690083622932434
image11.jpg,rgb_xy,no_blur,4,0.3987152576446533
image11.jpg,rgb_xy,no_blur,5,0.4012182354927063
image11.jpg,rgb_xy,blur_all,2,0.34836530685424805
image11.jpg,rgb_xy,blur_all,3,0.369741290807724
image11.jpg,rgb_xy,blur_all,4,0.39961546659469604
image11.jpg,rgb_xy,blur_all,5,0.4015826880931854
image13.jpg,rgb,no_blur,2,0.4914288818836212
image13.jpg,rgb,no_blur,3,0.5202597975730896
image13.jpg,rgb,no_blur,4,0.4915851950645447
image13.jpg,rgb,no_blur,5,0.49234241247177124
image13.jpg,rgb,blur_all,2,0.483099102973938
image13.jpg,rgb,blur_all,3,0.5001959204673767
image13.jpg,rgb,blur_all,4,0.4701577425003052
image13.jpg,rgb,blur_all,5,0.46809178590774536
image13.jpg,hsv,no_blur,2,0.35014402866363525
image13.jpg,hsv,no_blur,3,0.4166772961616516
image13.jpg,hsv,no_blur,4,0.40981751680374146
image13.jpg,hsv,no_blur,5,0.42761117219924927
image13.jpg,hsv,blur_all,2,0.3084477186203003
image13.jpg,hsv,blur_all,3,0.38647669553756714
image13.jpg,hsv,blur_all,4,0.39655548334121704
image13.jpg,hsv,blur_all,5,0.40422552824020386
image13.jpg,rgb_xy,no_blur,2,0.31346404552459717
image13.jpg,rgb_xy,no_blur,3,0.330582857131958
image13.jpg,rgb_xy,no_blur,4,0.3393057584762573
image13.jpg,rgb_xy,no_blur,5,0.3315703570842743
image13.jpg,rgb_xy,blur_all,2,0.31818288564682007
image13.jpg,rgb_xy,blur_all,3,0.3361736536026001
image13.jpg,rgb_xy,blur_all,4,0.34646111726760864
image13.jpg,rgb_xy,blur_all,5,0.33836108446121216
image15.jpg,rgb,no_blur,2,0.9507558345794678
image15.jpg,rgb,no_blur,3,0.9348870515823364
image15.jpg,rgb,no_blur,4,0.9266675710678101
image15.jpg,rgb,no_blur,5,0.91316819190979
image15.jpg,rgb,blur_all,2,0.942364513874054
image15.jpg,rgb,blur_all,3,0.9228566884994507
image15.jpg,rgb,blur_all,4,0.9050256013870239
image15.jpg,rgb,blur_all,5,0.885905921459198
image15.jpg,hsv,no_blur,2,0.9404144287109375
image15.jpg,hsv,no_blur,3,0.928468644618988
image15.jpg,hsv,no_blur,4,0.9237903952598572
image15.jpg,hsv,no_blur,5,0.8926597833633423
image15.jpg,hsv,blur_all,2,0.9292865991592407
image15.jpg,hsv,blur_all,3,0.9038398861885071
image15.jpg,hsv,blur_all,4,0.8943380117416382
image15.jpg,hsv,blur_all,5,0.8724855780601501
image15.jpg,rgb_xy,no_blur,2,0.34303903579711914
image15.jpg,rgb_xy,no_blur,3,0.3643598258495331
image15.jpg,rgb_xy,no_blur,4,0.39129072427749634
image15.jpg,rgb_xy,no_blur,5,0.37373805046081543
image15.jpg,rgb_xy,blur_all,2,0.3442436456680298
image15.jpg,rgb_xy,blur_all,3,0.36599284410476685
image15.jpg,rgb_xy,blur_all,4,0.3927648365497589
image15.jpg,rgb_xy,blur_all,5,0.3728591501712799
image5.jpg,rgb,no_blur,2,0.5653225183486938
image5.jpg,rgb,no_blur,3,0.5435904264450073
image5.jpg,rgb,no_blur,4,0.5111863613128662
image5.jpg,rgb,no_blur,5,0.5153571963310242
image5.jpg,rgb,blur_all,2,0.5812370777130127
image5.jpg,rgb,blur_all,3,0.5455582737922668
image5.jpg,rgb,blur_all,4,0.5196685791015625
image5.jpg,rgb,blur_all,5,0.5122874975204468
image5.jpg,hsv,no_blur,2,0.4691556394100189
image5.jpg,hsv,no_blur,3,0.4978141486644745
image5.jpg,hsv,no_blur,4,0.4804830551147461
image5.jpg,hsv,no_blur,5,0.475828617811203
image5.jpg,hsv,blur_all,2,0.49292322993278503
image5.jpg,hsv,blur_all,3,0.5234013199806213
image5.jpg,hsv,blur_all,4,0.49387043714523315
image5.jpg,hsv,blur_all,5,0.49988865852355957
image5.jpg,rgb_xy,no_blur,2,0.3497081995010376
image5.jpg,rgb_xy,no_blur,3,0.36941957473754883
image5.jpg,rgb_xy,no_blur,4,0.39462995529174805
image5.jpg,rgb_xy,no_blur,5,0.38251161575317383
image5.jpg,rgb_xy,blur_all,2,0.3507024645805359
image5.jpg,rgb_xy,blur_all,3,0.3706951141357422
image5.jpg,rgb_xy,blur_all,4,0.39637625217437744
image5.jpg,rgb_xy,blur_all,5,0.38426241278648376
image14.jpg,rgb,no_blur,2,0.5163443088531494
image14.jpg,rgb,no_blur,3,0.46615666151046753
image14.jpg,rgb,no_blur,4,0.42683207988739014
image14.jpg,rgb,no_blur,5,0.4339412450790405
image14.jpg,rgb,blur_all,2,0.5133596658706665
image14.jpg,rgb,blur_all,3,0.4713900685310364
image14.jpg,rgb,blur_all,4,0.41829514503479004
image14.jpg,rgb,blur_all,5,0.4248080253601074
image14.jpg,hsv,no_blur,2,0.3481959104537964
image14.jpg,hsv,no_blur,3,0.33848318457603455
image14.jpg,hsv,no_blur,4,0.357840359210968
image14.jpg,hsv,no_blur,5,0.37375608086586
image14.jpg,hsv,blur_all,2,0.353021502494812
image14.jpg,hsv,blur_all,3,0.34679800271987915
image14.jpg,hsv,blur_all,4,0.35573965311050415
image14.jpg,hsv,blur_all,5,0.37104761600494385
image14.jpg,rgb_xy,no_blur,2,0.3330397307872772
image14.jpg,rgb_xy,no_blur,3,0.3469008803367615
image14.jpg,rgb_xy,no_blur,4,0.3720635771751404
image14.jpg,rgb_xy,no_blur,5,0.36084336042404175
image14.jpg,rgb_xy,blur_all,2,0.3364543914794922
image14.jpg,rgb_xy,blur_all,3,0.3515288829803467
image14.jpg,rgb_xy,blur_all,4,0.37745678424835205
image14.jpg,rgb_xy,blur_all,5,0.3662976622581482
